time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1728063256598226200,0.06022607421875,-0.1288570761680603,-0.03060096874833107,-0.008875779807567596,0.028988150879740715,-0.268702894449234,-0.9627867937088013,0.010638928040862083,-0.01765879988670349,0.019946277141571045,0.990652947409675,0.13561908536108838,0.014630830261393673,1.3001343626700221e-17
1728063256608257000,0.070257080078125,-0.15420503914356232,-0.029727187007665634,-0.024197211489081383,0.030040964484214783,-0.2668664753437042,-0.9632651805877686,0.0016973186284303665,-0.014490365982055664,0.022270917892456055,0.9907737727971558,0.13467862130943342,0.015135162973048797,-0.0001853274693998426
1728063256618287000,0.080287109375,-0.158001109957695,-0.0259343683719635,-0.009594300761818886,0.030469002202153206,-0.2651418447494507,-0.9637278914451599,-0.006665287539362907,-0.017130523920059204,0.024137437343597412,0.9908903695674851,0.1337948172828684,0.01532984364798246,-0.000331153413228483
1728063256628318000,0.09031787109375,-0.1484115868806839,-0.010704280808568,0.01181059144437313,0.03085188940167427,-0.2637973427772522,-0.9640846252441406,0.0007490664720535278,-0.01392790675163269,0.016544342041015625,0.9909804170300758,0.13310477908567805,0.015518212860895438,-0.0003583651269688424
1728063256638348000,0.10034814453125,-0.12580788135528564,-0.004400151781737804,0.0349220335483551,0.031102381646633148,-0.2627986967563629,-0.9643492698669434,0.00582389160990715,-0.003924965858459473,-0.0006165504455566406,0.9910472664796823,0.13259039859311145,0.01565746136430625,-0.00025572275694304877
1728063256648379100,0.110379150390625,-0.09348030388355255,0.005355539731681347,0.052921805530786514,0.03096902184188366,-0.2621873617172241,-0.9645199179649353,0.004553442820906639,0.0018571317195892334,-0.013827800750732422,0.991090323684229,0.13227246688998023,0.015621317535103952,-0.00001794646247775601
1728063256658409200,0.1204091796875,-0.05503198131918907,0.015415470115840435,0.06529431790113449,0.03072234056890011,-0.26234155893325806,-0.9644858837127686,0.007455149665474892,0.006177008152008057,-0.01862257719039917,0.9910816512590886,0.13234611929138643,0.015542097927864575,0.0003197492393066006
1728063256668440000,0.130440185546875,-0.04611651599407196,0.015223190188407898,0.07705990225076675,0.030794983729720116,-0.2628993093967438,-0.9643316864967346,0.005963440984487534,0.010747820138931274,-0.014687418937683105,0.9910425375135008,0.13262684787140572,0.015629195172605033,0.0006914526464068464
1728063256678471200,0.14047119140625,-0.03900887072086334,-0.008424774743616581,0.09626156091690063,0.03085377998650074,-0.26332414150238037,-0.9642139077186584,0.007476301863789558,0.011248916387557983,-0.004078328609466553,0.9910123592338181,0.13283826854289296,0.015717764618179902,0.001126249576176196
1728063256688501000,0.1505009765625,-0.02804144285619259,-0.01506776362657547,0.11144477128982544,0.03046857938170433,-0.26368752121925354,-0.9641268253326416,0.015155201777815819,0.00575295090675354,0.014938652515411377,0.9909897353418529,0.13301673985157889,0.0155926132436192,0.0016376143228564982
1728063256698532000,0.160531982421875,-0.04398472234606743,-0.015334772877395153,0.10550352185964584,0.029833853244781494,-0.26409050822257996,-0.9640364050865173,0.016659678891301155,0.00028127431869506836,0.019349515438079834,0.9909658276057816,0.13321522868242228,0.015346458059193524,0.002183599879335983
1728063256708562200,0.170562255859375,-0.06732865422964096,-0.013708113692700863,0.11394494771957397,0.029481790959835052,-0.26405027508735657,-0.9640582203865051,0.011961083859205246,0.006649762392044067,0.013969719409942627,0.9909701131896628,0.13318634271208057,0.015240813009737762,0.0027202104426951802
1728063256718593000,0.180593017578125,-0.07941761612892151,-0.01914447732269764,0.11461979150772095,0.02923353761434555,-0.26343148946762085,-0.9642350673675537,0.006685657426714897,0.009509950876235962,0.013734579086303711,0.9910129616108718,0.13286004639840815,0.015188149992032862,0.00327325385380407
1728063256728623000,0.190623046875,-0.09508632868528366,-0.0012562908232212067,0.10249149054288864,0.029014091938734055,-0.26243409514427185,-0.9645135998725891,0.004189034923911095,0.0023327767848968506,0.008886218070983887,0.991081361573299,0.13233981798312303,0.015144735939805268,0.003797943375605855
1728063256738654200,0.200654296875,-0.11123061180114746,0.03594045341014862,0.10042514652013779,0.029163727536797523,-0.26116320490837097,-0.9648540019989014,-0.009205227717757225,-0.002539217472076416,0.007731199264526367,0.9911652362863018,0.13167928548232116,0.015282710372017328,0.004297011615126791
1728063256748684000,0.21068408203125,-0.12984050810337067,0.05837518721818924,0.10674961656332016,0.0295669287443161,-0.2596881091594696,-0.9652398228645325,-0.018458528444170952,-0.0007031559944152832,0.007033646106719971,0.991260042552243,0.13091295925638766,0.015552914204990848,0.004839228723663343
1728063256758715100,0.220715087890625,-0.126040518283844,0.0549725741147995,0.11851679533720016,0.03009646385908127,-0.2582288086414337,-0.9656148552894592,-0.01325075700879097,0.0012097358703613281,0.013466477394104004,0.9913515967965386,0.13015376704650716,0.01589210306953643,0.00542765775071967
1728063256768746200,0.230746337890625,-0.11604912579059601,0.05370836704969406,0.13450375199317932,0.030754024162888527,-0.2572055160999298,-0.9658672213554382,-0.002525264397263527,0.0027652084827423096,0.020768404006958008,0.9914114451638855,0.12961695432434409,0.016304279181524512,0.00607356410353303
