time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1729786658722450000,0.328449951171875,-0.09300240874290466,0.06670209020376205,0.03312577307224274,0.6844191551208496,0.461774080991745,-0.564211905002594,0.004042088985443115,-0.0061009228229522705,0.027941763401031494,0.8843674787690415,-0.2610759134195115,0.38695403641775966,-8.58734078763353e-18
1729786658732481000,0.33848095703125,-0.059568557888269424,0.08024879544973373,0.042145632207393646,0.684930682182312,0.4619602560997009,-0.5634381175041199,0.0058193206787109375,-0.019531697034835815,0.03153204917907715,0.884148665855376,-0.2613316515046633,0.3872811614302343,0.0001959906507105364
1729786658742511900,0.348511962890625,-0.030529048293828964,0.07593756169080734,0.07262790948152542,0.6854782700538635,0.4619123041629791,-0.5628111958503723,-0.002494990825653076,-0.006742656230926514,0.024801552295684814,0.8839713180925766,-0.2614471836471182,0.387607765985339,0.0004015867481021867
1729786658752543000,0.35854296875,-0.018130436539649963,0.07383659482002258,0.06341949850320816,0.6861958503723145,0.46158403158187866,-0.5622058510780334,-0.0069051384925842285,0.01772502064704895,0.008052349090576172,0.8838000045549534,-0.2614197094249561,0.3880165054956164,0.0006461723700398999
1729786658762574000,0.368573974609375,-0.029469909146428108,0.07525792717933655,0.06481046229600906,0.6869691610336304,0.46115347743034363,-0.5616145133972168,-0.0004305243492126465,0.016919642686843872,-0.009857654571533203,0.8836325462084506,-0.2613410840409331,0.3884502309024335,0.0009081052109018921
1729786658772606200,0.378606201171875,-0.029457394033670425,0.08091394603252411,0.04085879400372505,0.6875025033950806,0.46102359890937805,-0.561068058013916,-0.004748106002807617,0.00012746453285217285,-0.014996945858001709,0.8834776265905763,-0.2613864603075635,0.38877123946028064,0.0010733375712512563
1729786658782637000,0.388636962890625,-0.04086045175790787,0.0714157372713089,0.04437869414687157,0.6880110502243042,0.46110478043556213,-0.5603776574134827,-0.007820069789886475,-0.017440229654312134,-0.007157742977142334,0.8832821902838371,-0.2615345880671986,0.3891154303191844,0.0011730560468081884
1729786658792668200,0.398668212890625,-0.06308905780315399,0.06281664967536926,0.04038022458553314,0.6885342597961426,0.4614095091819763,-0.559483528137207,-0.011623919010162354,-0.02383318543434143,0.00014209747314453125,0.8830288854279251,-0.2618467306813559,0.38947981804277215,0.0013183584891553444
1729786658802699000,0.408698974609375,-0.05657542869448662,0.053704217076301575,0.0281459279358387,0.6892291307449341,0.46157774329185486,-0.5584881901741028,-0.011067569255828857,-0.01838621497154236,-0.0000445246696472168,0.8827466925030664,-0.2621104340207024,0.3899410424324652,0.001508549476140781
1729786658812730000,0.418730224609375,-0.06866857409477234,0.044261712580919266,0.04507191479206085,0.6900548934936523,0.46146413683891296,-0.5575616955757141,-0.003699362277984619,-0.01445797085762024,-0.008447825908660889,0.8824836667270871,-0.2622638476313868,0.39043159435789726,0.0018223381459038011
1729786658822761000,0.428760986328125,-0.050124455243349075,0.06304199993610382,0.013874047435820103,0.690625011920929,0.461651474237442,-0.5567001104354858,-0.0055359601974487305,-0.0021788477897644043,-0.02095186710357666,0.8822391744656738,-0.262531688580771,0.3908030989395522,0.0020214891433807908
1729786658832792000,0.4387919921875,0.004979010671377182,0.05858014523983002,0.009416713379323483,0.6907884478569031,0.4620988965034485,-0.5561259388923645,0.012962162494659424,-0.004167348146438599,-0.013454198837280273,0.8820767723372063,-0.2627824773816405,0.39100179200879753,0.0019050445082107975
1729786658842823000,0.448822998046875,0.03711111098527908,0.05673776939511299,0.044663120061159134,0.6909672021865845,0.4619940519332886,-0.5559907555580139,0.006862938404083252,-0.00607675313949585,0.0015169382095336914,0.8820385047782227,-0.26270296091314205,0.39114161516248747,0.0018333402330033609
1729786658852855000,0.45885498046875,0.01946580782532692,0.04832857474684715,0.02387874573469162,0.6911978721618652,0.4614887535572052,-0.5561237931251526,0.00972980260848999,0.0103435218334198,0.009508132934570312,0.8820762487227576,-0.26241262546669114,0.39125147537302807,0.0018493682905946153
