time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1728331564545673500,0.201673583984375,0.02609114721417427,-0.06632590293884277,0.07322599738836288,0.09697475284337997,-0.15448524057865143,-0.9832243919372559,0.00561012327671051,0.027959316968917847,0.008935511112213135,0.9957972430704839,0.07756862159722411,0.048692016740439374,1.297152541997891e-17
1728331564555704300,0.211704345703125,0.03595929220318794,-0.08075527846813202,0.08037259429693222,0.09536656737327576,-0.15536311268806458,-0.9832433462142944,-0.007582716643810272,-0.0051746666431427,-0.000856935977935791,0.9958019921059927,0.07799034542529813,0.047914722887178685,0.0003884315486391844
1728331564565735700,0.221735595703125,0.019182907417416573,-0.05285302549600601,0.09463941305875778,0.09309975057840347,-0.15683194994926453,-0.9832274317741394,0.0009707212448120117,0.007936626672744751,-0.0021699070930480957,0.9957976511503704,0.07870552221476718,0.0468158770301252,0.0008800460815959584
1728331564575766500,0.2317666015625,-0.001782295061275363,-0.03524766489863396,0.09605887532234192,0.09142237901687622,-0.15766167640686035,-0.9832521080970764,-0.00023581832647323608,0.019294947385787964,0.007177948951721191,0.9958031450994862,0.07909799366116917,0.04601571127799821,0.001408400850049894
1728331564585797600,0.241797607421875,-0.058314014226198196,-0.05677921324968338,0.08918952196836472,0.0905153676867485,-0.15716199576854706,-0.9834160208702087,-0.007202349603176117,-0.0072515010833740234,0.010942935943603516,0.995843609328218,0.07882362132161407,0.04559413640932479,0.0018642193700452604
1728331564595829500,0.25182958984375,-0.1261817365884781,-0.04655134677886963,0.07050744444131851,0.089737169444561,-0.15558139979839325,-0.9837386012077332,-0.00071735680103302,-0.015393391251564026,0.01479029655456543,0.9959238173499939,0.07800636778984364,0.045229387452911635,0.0022618484622035613
1728331564605860400,0.2618603515625,-0.1840522289276123,-0.028362330049276352,0.0401759073138237,0.08954931795597076,-0.1527976244688034,-0.9841919541358948,0.0029647573828697205,-0.00969327986240387,0.025100767612457275,0.9960370214412573,0.07658860736664377,0.045146495921189855,0.0025189379612539833
1728331564615891500,0.271891357421875,-0.19158604741096497,-0.01871849223971367,0.021741772070527077,0.09004499018192291,-0.1490657925605774,-0.984718918800354,-0.011691071093082428,-0.024960756301879883,0.035515427589416504,0.9961689654660175,0.07469968842499812,0.045392860233888756,0.0026300360636938125
1728331564625922600,0.281922607421875,-0.1614210307598114,0.009575624950230122,0.018662890419363976,0.09051810950040817,-0.1465419977903366,-0.9850542545318604,-0.022875860333442688,-0.037173882126808167,0.03563714027404785,0.9962528288332418,0.07342123156146048,0.04563098898157682,0.0027369132387372827
1728331564635953400,0.291953369140625,-0.1349547952413559,0.006158256437629461,0.0012902929447591305,0.09050405025482178,-0.1456235647201538,-0.9851917624473572,-0.024753890931606293,-0.024420425295829773,0.015633046627044678,0.9962870481899699,0.07295337106391347,0.04562815153025782,0.002833462673245915
