time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1728329686911423700,0.152423828125,0.17223377525806427,-0.003395088016986847,0.008211314678192139,0.5418663620948792,0.17071533203125,-0.822944164276123,0.0005224347114562988,0.05274958908557892,-0.02042442560195923,0.9547104129709014,-0.08940686636126599,0.2837857329256697,1.4109537345672213e-17
1728329686921454600,0.16245458984375,0.10963111370801926,-0.002606526017189026,0.004274098668247461,0.5420367121696472,0.16897648572921753,-0.8231908082962036,-0.002623319625854492,0.020964905619621277,-0.0029047727584838867,0.954775025533847,-0.08846012808141328,0.28386509264885845,-0.00010117571471411223
1728329686931486700,0.17248681640625,-0.006156736984848976,-0.003946362063288689,0.005075444001704454,0.5423066020011902,0.1678560972213745,-0.8232423067092896,-0.006952047348022461,-0.015848085284233093,0.020523130893707275,0.9547885192029524,-0.08788852716161004,0.28399729215034997,-0.000046111093837289975
1728329686941517600,0.182517578125,-0.10822491347789764,-0.010366976261138916,0.0017353068105876446,0.5424568057060242,0.16761153936386108,-0.8231931328773499,-0.00862818956375122,-0.037499889731407166,0.033566057682037354,0.9547755784954256,-0.08782649256352856,0.28405974778321225,0.000171860022063475
1728329686951548700,0.192548583984375,-0.19190755486488342,-0.018742084503173828,0.017998166382312775,0.542355477809906,0.16822881996631622,-0.8231340050697327,-0.007092535495758057,-0.04588387906551361,0.035872042179107666,0.9547600674129365,-0.08825557108305822,0.28397877581977066,0.0005228862601255817
1728329686961579500,0.20257958984375,-0.23128193616867065,-0.01901783049106598,0.02349706180393696,0.5421138405799866,0.16967253386974335,-0.8229968547821045,-0.006072700023651123,-0.04088839888572693,0.026533782482147217,0.9547238422939636,-0.08914520158548633,0.2838216053200189,0.0009610944799653675
1728329686971611000,0.21261083984375,-0.2345626801252365,-0.028979916125535965,0.019917240366339684,0.5417737364768982,0.1717594414949417,-0.822787880897522,-0.004206657409667969,-0.0275333970785141,0.018664956092834473,0.9546686138075647,-0.09036336886534027,0.28362036434120724,0.0013657274690801748
1728329686981641700,0.222641845703125,-0.15937118232250214,-0.02259536273777485,-0.006156438030302525,0.5413175821304321,0.17391225695610046,-0.8226358890533447,-0.00629878044128418,-0.01856255531311035,0.013019740581512451,0.9546283354840082,-0.09156968886080469,0.2833673599237665,0.0016194144525985047
1728329686991672800,0.2326728515625,-0.039822157472372055,-0.008856114000082016,-0.02096601016819477,0.5410158634185791,0.17533089220523834,-0.8225331902503967,-0.005600333213806152,-0.003272831439971924,0.0039907097816467285,0.9546013403520757,-0.09231784404765404,0.2832151535099974,0.00162876298014035
1728329687001704700,0.24270458984375,0.10288446396589279,0.013030809350311756,-0.015071103349328041,0.5409611463546753,0.17532628774642944,-0.8225702047348022,-0.005057334899902344,0.026440635323524475,-0.015762925148010254,0.9546114376499063,-0.09226800211112993,0.283198711111209,0.001472285556574147
1728329687011735600,0.252735595703125,0.2118101567029953,0.02499053254723549,-0.01602131873369217,0.5411751866340637,0.17384697496891022,-0.8227433562278748,0.0013509392738342285,0.0561029314994812,-0.015391409397125244,0.9546570903024674,-0.09140563987700433,0.2833254895317336,0.0011914005473821594
